utt_id,prefix_seconds,clean_dns_overall,clean_dns_overall_full,anchor_dns_overall,anchor_dns_overall_full,arecho_dns_overall,arecho_dns_overall_full,delta_anchor_vs_clean_dns_overall,delta_anchor_vs_clean_dns_overall_full,delta_arecho_vs_clean_dns_overall,delta_arecho_vs_clean_dns_overall_full,clean_dns_p808,clean_dns_p808_full,anchor_dns_p808,anchor_dns_p808_full,arecho_dns_p808,arecho_dns_p808_full,delta_anchor_vs_clean_dns_p808,delta_anchor_vs_clean_dns_p808_full,delta_arecho_vs_clean_dns_p808,delta_arecho_vs_clean_dns_p808_full,clean_utmos,clean_utmos_full,anchor_utmos,anchor_utmos_full,arecho_utmos,arecho_utmos_full,delta_anchor_vs_clean_utmos,delta_anchor_vs_clean_utmos_full,delta_arecho_vs_clean_utmos,delta_arecho_vs_clean_utmos_full,clean_utmosv2,clean_utmosv2_full,anchor_utmosv2,anchor_utmosv2_full,arecho_utmosv2,arecho_utmosv2_full,delta_anchor_vs_clean_utmosv2,delta_anchor_vs_clean_utmosv2_full,delta_arecho_vs_clean_utmosv2,delta_arecho_vs_clean_utmosv2_full,clean_plcmos,clean_plcmos_full,anchor_plcmos,anchor_plcmos_full,arecho_plcmos,arecho_plcmos_full,delta_anchor_vs_clean_plcmos,delta_anchor_vs_clean_plcmos_full,delta_arecho_vs_clean_plcmos,delta_arecho_vs_clean_plcmos_full,clean_nisqa_mos_pred,clean_nisqa_mos_pred_full,anchor_nisqa_mos_pred,anchor_nisqa_mos_pred_full,arecho_nisqa_mos_pred,arecho_nisqa_mos_pred_full,delta_anchor_vs_clean_nisqa_mos_pred,delta_anchor_vs_clean_nisqa_mos_pred_full,delta_arecho_vs_clean_nisqa_mos_pred,delta_arecho_vs_clean_nisqa_mos_pred_full,clean_nisqa_noi_pred,clean_nisqa_noi_pred_full,anchor_nisqa_noi_pred,anchor_nisqa_noi_pred_full,arecho_nisqa_noi_pred,arecho_nisqa_noi_pred_full,delta_anchor_vs_clean_nisqa_noi_pred,delta_anchor_vs_clean_nisqa_noi_pred_full,delta_arecho_vs_clean_nisqa_noi_pred,delta_arecho_vs_clean_nisqa_noi_pred_full,clean_nisqa_dis_pred,clean_nisqa_dis_pred_full,anchor_nisqa_dis_pred,anchor_nisqa_dis_pred_full,arecho_nisqa_dis_pred,arecho_nisqa_dis_pred_full,delta_anchor_vs_clean_nisqa_dis_pred,delta_anchor_vs_clean_nisqa_dis_pred_full,delta_arecho_vs_clean_nisqa_dis_pred,delta_arecho_vs_clean_nisqa_dis_pred_full,clean_se_si_snr,clean_se_si_snr_full,anchor_se_si_snr,anchor_se_si_snr_full,arecho_se_si_snr,arecho_se_si_snr_full,delta_anchor_vs_clean_se_si_snr,delta_anchor_vs_clean_se_si_snr_full,delta_arecho_vs_clean_se_si_snr,delta_arecho_vs_clean_se_si_snr_full,clean_se_sdr,clean_se_sdr_full,anchor_se_sdr,anchor_se_sdr_full,arecho_se_sdr,arecho_se_sdr_full,delta_anchor_vs_clean_se_sdr,delta_anchor_vs_clean_se_sdr_full,delta_arecho_vs_clean_se_sdr,delta_arecho_vs_clean_se_sdr_full,clean_asr_match_error_rate,clean_asr_match_error_rate_full,anchor_asr_match_error_rate,anchor_asr_match_error_rate_full,arecho_asr_match_error_rate,arecho_asr_match_error_rate_full,delta_anchor_vs_clean_asr_match_error_rate,delta_anchor_vs_clean_asr_match_error_rate_full,delta_arecho_vs_clean_asr_match_error_rate,delta_arecho_vs_clean_asr_match_error_rate_full,clean_speech_bert,clean_speech_bert_full,anchor_speech_bert,anchor_speech_bert_full,arecho_speech_bert,arecho_speech_bert_full,delta_anchor_vs_clean_speech_bert,delta_anchor_vs_clean_speech_bert_full,delta_arecho_vs_clean_speech_bert,delta_arecho_vs_clean_speech_bert_full,clean_spk_similarity,clean_spk_similarity_full,anchor_spk_similarity,anchor_spk_similarity_full,arecho_spk_similarity,arecho_spk_similarity_full,delta_anchor_vs_clean_spk_similarity,delta_anchor_vs_clean_spk_similarity_full,delta_arecho_vs_clean_spk_similarity,delta_arecho_vs_clean_spk_similarity_full
fileid_134162__p002000,2,2.2393895125903036,2.2393895125903036,2.532496624886359,2.566990435577794,1.3574698774258431,,0.29310711229605557,0.32760092298749033,-0.8819196351644605,,2.819329261779785,2.819329261779785,3.2423034058995994,3.035421133041382,2.839452436171382,,0.42297414411981427,0.21609187126159668,0.020123174391597054,,1.9382092952728271,1.9382092952728271,2.1796877211835013,1.9622897153877352,1.7314075930530288,,0.24147842591067414,0.024080420114908074,-0.20680170221979832,,2.5239375114440916,2.5239375114440916,2.3220951553329408,2.486354217759098,2.2371546574864523,,-0.20184235611115087,-0.0375832936849938,-0.28678285395763936,,1.4192360480626425,1.4192360480626425,3.612587761400215,3.9737770714434273,2.9756688731422067,,2.1933517133375724,2.554541023380785,1.5564328250795643,,1.727636456489563,1.727636456489563,2.875215337937137,2.163616924400788,1.5732554288274314,,1.1475788814475738,0.43598046791122513,-0.15438102766213158,,2.310302734375,2.310302734375,3.18416780305196,3.5392496212419258,3.3862234799258673,,0.87386506867696,1.2289468868669258,1.0759207455508673,,3.9496028423309326,3.9496028423309326,0.774645984172821,3.8848892349794686,3.1656128354819426,,-3.1749568581581116,-0.06471360735146403,-0.78399000684899,,6.622535705566406,6.622535705566406,23.767339943881975,11.450604438781738,9.527900446849657,,17.14480423831557,4.828068733215332,2.9053647412832504,,6.956070142936499,6.956070142936499,25.202146780101433,13.375461168411661,8.712423712888931,,18.246076637164933,6.4193910254751625,1.7563535699524326,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.8500288724899292,0.8500288724899292,0.8611998787845474,0.8168763518333435,0.8661046480558005,,0.011171006294618202,-0.03315252065658569,0.016075775565871253,,0.7443395256996155,0.7443395256996155,0.7203324336603464,0.85493,0.8453808024705174,,-0.024007092039269096,0.11059047430038449,0.10104127677090191,
fileid_210097__p002000,2,,,1.139229178396868,1.1050819589470753,1.4728107445863547,,,,,,,,2.3243172728871726,2.456054449081421,2.241893527019455,,,,,,,,1.3166314708181175,1.318721792784082,1.2423320369548108,,,,,,,,1.7044373755474167,1.6813594341278075,1.7205357574554812,,,,,,,,2.905926442050551,1.133904186884562,1.3676214585821314,,,,,,,,0.7466672486569508,0.9165201783180237,0.6965742455907615,,,,,,,,1.7194236086075565,1.4902901132422757,1.4412141308248283,,,,,,,,2.595855776085911,2.706125951675047,2.600325950657029,,,,,,,,3.53799064954122,1.9207297563552856,1.7227483889664035,,,,,,,,1.1833005682130726,4.873959255461502,4.140567098095246,,,,,,,,0.0,0.0,0.0,,,,,,,,0.7270962193787817,0.6807832717895508,0.6600044022602249,,,,,,,,0.3751673324998603,0.37378006706754846,0.40332496317269073,,,,,
fileid_213522__p002000,2,2.2107810889556703,2.2107810889556703,1.139229178396868,1.0979826890714457,1.6553081517645492,,-1.0715519105588023,-1.1127983998842246,-0.5554729371911211,,2.6830873489379883,2.6830873489379883,2.3243172728871726,2.456054449081421,2.3143744846903176,,-0.3587700760508157,-0.22703289985656738,-0.3687128642476707,,1.4055544137954712,1.4055544137954712,1.332007497189993,1.2619926929473877,1.2865364316955628,,-0.0735469166054783,-0.1435617208480835,-0.11901798209990844,,2.2020707607269285,2.2020707607269285,1.7044373755474167,2.040241865364902,1.7205357574554812,,-0.49763338517951183,-0.1618288953620266,-0.4815350032714474,,2.142056401570638,2.142056401570638,2.905926442050551,1.375575335820516,1.3676214585821314,,0.763870040479913,-0.7664810657501218,-0.7744349429885065,,1.920392394065857,1.920392394065857,1.0790071473064193,1.224821959633425,0.8374568326884962,,-0.8413852467594376,-0.6955704344324318,-1.0829355613773606,,1.5033786296844482,1.5033786296844482,1.3122871266790184,1.2911411667444619,1.4412141308248283,,-0.19109150300542987,-0.21223746293998635,-0.06216449885961994,,4.171450138092041,4.171450138092041,3.0703602038234115,2.706125951675047,3.1656128354819426,,-1.1010899342686296,-1.4653241864169941,-1.0058373026100984,,11.681819915771484,11.681819915771484,5.048855207052576,5.465547561645508,8.038731500326868,,-6.632964708718909,-6.216272354125977,-3.643088415444616,,11.82368449079624,11.82368449079624,3.698935347968489,7.506840487240041,11.525480238086931,,-8.12474914282775,-4.316844003556199,-0.29820425270930784,,0.07547169811320754,0.07547169811320754,0.0,0.0,0.0,,-0.07547169811320754,-0.07547169811320754,-0.07547169811320754,,0.8336160182952881,0.8336160182952881,0.8436501145841606,0.8288424273571336,0.8244241985930018,,0.01003409628887253,-0.004773590938154437,-0.00919181970228633,,0.8263535499572754,0.8263535499572754,0.5200078583146673,0.6127992868423462,0.5942318937385896,,-0.30634569164260805,-0.2135542631149292,-0.23212165621868575,
fileid_231257__p002000,2,,,2.33905517046609,2.1801044883189347,1.8254229189052373,,,,,,,,2.9317514561266305,2.89228892326355,2.7784571173679398,,,,,,,,1.5313415972583266,1.3807680937181037,1.5549622723855165,,,,,,,,2.179533685163322,2.1282028916370437,2.0609634577509865,,,,,,,,3.612587761400215,2.3831069636057656,2.5688801321159884,,,,,,,,1.6865811908101462,1.9918286039168582,1.5732554288274314,,,,,,,,3.18416780305196,2.009313520178737,2.773147483427362,,,,,,,,3.764311608061733,3.1096510887145996,3.1656128354819426,,,,,,,,11.135773340861004,9.351889610290527,9.527900446849657,,,,,,,,11.148725038606292,13.375461168411661,11.525480238086931,,,,,,,,0.0,0.0,0.0,,,,,,,,0.8755262415093111,0.8168763518333435,0.802390929685539,,,,,,,,0.5200078583146673,0.6533812880516052,0.6846697782895651,,,,,
fileid_243432__p002000,2,2.6129405193919375,2.6129405193919375,2.4868633897095065,2.50074513121587,2.51490741576413,,-0.126077129682431,-0.11219538817606756,-0.0980331036278077,,3.1454899311065674,3.1454899311065674,2.9518992211445267,2.89228892326355,3.3930183816626367,,-0.19359070996204064,-0.2532010078430176,0.2475284505560693,,3.201009750366211,3.201009750366211,2.79749743047967,2.5317776203155518,3.151167578965306,,-0.4035123198865409,-0.6692321300506592,-0.04984217140090497,,3.203497123718262,3.203497123718262,2.7695862099827533,2.82315673828125,3.0768062677728123,,-0.4339109137355086,-0.380340385437012,-0.1266908559454496,,2.395634078979492,2.395634078979492,3.612587761400215,2.3831069636057656,3.9040776577021385,,1.2169536824207228,-0.012527115373726527,1.5084435787226464,,2.8249523639678955,2.8249523639678955,2.6053803354860787,2.532307897705629,2.9315143033682576,,-0.21957202848181678,-0.2926444662622667,0.10656193940036207,,1.4231338500976562,1.4231338500976562,2.048991855368557,1.8592240810394287,1.910053672081974,,0.6258580052709006,0.43609023094177246,0.4869198219843178,,4.620725154876709,4.620725154876709,4.0373803851116135,4.300492355622441,4.3614301681518555,,-0.5833447697650955,-0.32023279925426795,-0.2592949867248535,,18.03567886352539,18.03567886352539,14.268370904118175,16.960037231445312,18.989276457024385,,-3.7673079594072156,-1.0756416320800781,0.9535975934989942,,18.090674535354353,18.090674535354353,18.578757744107048,13.375461168411661,19.884354983932738,,0.48808320875269473,-4.715213366942692,1.7936804485783853,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.9184480309486389,0.9184480309486389,0.8863765539893185,0.8984962206288992,0.9168841319390569,,-0.032071476959320444,-0.019951810319739693,-0.0015638990095819816,,0.7717872262001038,0.7717872262001038,0.8555067700615696,0.85493,0.8453808024705174,,0.08371954386146585,0.08314277379989621,0.07359357627041363,
fileid_246349__p002000,2,1.0737803556889738,1.0737803556889738,1.139229178396868,1.0658554550657893,1.0723790661630388,,0.0654488227078942,-0.007924900623184516,-0.00140128952593499,,2.260185956954956,2.260185956954956,2.3243172728871726,2.456054449081421,2.1723606055041396,,0.06413131593221655,0.19586849212646484,-0.08782535145081649,,1.3541603088378906,1.3541603088378906,1.3025178148085812,1.3420000076293945,1.2701144151419521,,-0.05164249402930943,-0.012160301208496094,-0.08404589369593851,,1.4375627040863037,1.4375627040863037,1.7044373755474167,1.4510715007781982,1.7205357574554812,,0.266874671461113,0.013508796691894531,0.28297305336917744,,3.2136234919230144,3.2136234919230144,2.4114468622399143,1.375575335820516,1.3676214585821314,,-0.8021766296831001,-1.8380481561024984,-1.846002033340883,,1.0887553691864014,1.0887553691864014,0.37357303607894715,0.9165201783180237,0.6965742455907615,,-0.7151823331074543,-0.17223519086837769,-0.39218112359563984,,1.3497159481048584,1.3497159481048584,1.606235439518848,1.8592240810394287,1.5456904941294567,,0.25651949141398966,0.5095081329345703,0.1959745460245983,,3.0038440227508545,3.0038440227508545,2.309382260563862,2.706125951675047,2.1205695091959944,,-0.6944617621869926,-0.2977180710758076,-0.8832745135548601,,-5.212838649749756,-5.212838649749756,-5.49119660940515,-77.03638458251953,-7.212351354729219,,-0.278357959655394,-71.82354593276978,-1.9995127049794634,,-4.846434718337138,-4.846434718337138,-5.18663387744421,-9.015849860227167,-6.854500871520705,,-0.34019915910707255,-4.169415141890029,-2.0080661531835675,,0.5454545454545454,0.5454545454545454,0.0,0.0,0.0,,-0.5454545454545454,-0.5454545454545454,-0.5454545454545454,,0.5663679242134094,0.5663679242134094,0.5021360021039664,0.47412654254809916,0.5176130523643341,,-0.06423192210944306,-0.09224138166531026,-0.04875487184907534,,0.29588666558265686,0.29588666558265686,0.06023579583050735,0.048750489950180054,0.21585752764140745,,-0.2356508697521495,-0.2471361756324768,-0.08002913794124941,
fileid_29811__p002000,2,1.5577052141777876,1.5577052141777876,1.139229178396868,1.0979826890714457,1.5849459755670299,,-0.41847603578091963,-0.45972252510634193,0.027240761389242252,,2.4639265537261963,2.4639265537261963,2.3243172728871726,2.456054449081421,2.3143744846903176,,-0.1396092808390237,-0.00787210464477539,-0.1495520690358787,,1.3083815574645996,1.3083815574645996,1.332007497189993,1.2619926929473877,1.2865364316955628,,0.023625939725393286,-0.046388864517211914,-0.021845125769036855,,1.6006077766418456,1.6006077766418456,1.7044373755474167,1.6813594341278075,1.7205357574554812,,0.10382959890557109,0.08075165748596191,0.11992798081363554,,1.55203062693278,1.55203062693278,2.905926442050551,1.133904186884562,2.1167192651564815,,1.353895815117771,-0.41812644004821786,0.5646886382237015,,1.2181321382522583,1.2181321382522583,1.0790071473064193,1.1118789911270142,0.9307751843488838,,-0.13912499094583897,-0.10625314712524414,-0.28735695390337446,,1.3028414249420166,1.3028414249420166,1.5383496894893876,1.3980427133031639,1.4412141308248283,,0.23550826454737095,0.09520128836114727,0.1383727058828117,,4.144070625305176,4.144070625305176,3.0703602038234115,2.706125951675047,3.1656128354819426,,-1.0737104214817643,-1.437944673630129,-0.9784577898232332,,7.342425346374512,7.342425346374512,6.740390444376382,1.9207297563552856,4.930917533047227,,-0.6020349019981301,-5.421695590019226,-2.411507813327285,,7.813588255591279,7.813588255591279,3.698935347968489,4.873959255461502,5.959766511590203,,-4.11465290762279,-2.939629000129777,-1.8538217440010758,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.7807674407958984,0.7807674407958984,0.7270962193787817,0.7375310034636992,0.7390830727466139,,-0.05367122141711678,-0.043236437332199285,-0.04168436804928455,,0.5568464398384094,0.5568464398384094,0.3751673324998603,0.2892498,0.40332496317269073,,-0.18167910733854914,-0.2675966398384094,-0.1535214766657187,
fileid_306980__p002000,2,1.288291883016466,1.288291883016466,1.139229178396868,1.1119407456883643,1.3574698774258431,,-0.14906270461959803,-0.1763511373281017,0.06917799440937711,,2.532581329345703,2.532581329345703,2.3243172728871726,2.456054449081421,2.241893527019455,,-0.20826405645853052,-0.07652688026428223,-0.29068780232624825,,1.2358733415603638,1.2358733415603638,1.3166314708181175,1.2598223686218262,1.2423320369548108,,0.08075812925775372,0.023949027061462402,0.006458695394446989,,2.2637842178344725,2.2637842178344725,1.7044373755474167,1.6813594341278075,1.7205357574554812,,-0.5593468422870558,-0.582424783706665,-0.5432484603789913,,1.5199055830637613,1.5199055830637613,2.4114468622399143,1.133904186884562,1.733218263047766,,0.891541279176153,-0.38600139617919926,0.2133126799840046,,1.6751192808151245,1.6751192808151245,1.0790071473064193,0.9165201783180237,0.6965742455907615,,-0.5961121335087052,-0.7585991024971008,-0.978545035224363,,1.4060618877410889,1.4060618877410889,1.5383496894893876,1.8592240810394287,1.5456904941294567,,0.13228780174829868,0.45316219329833984,0.13962860638836783,,4.3502726554870605,4.3502726554870605,2.309382260563862,2.706125951675047,2.1205695091959944,,-2.0408903949231987,-1.6441467038120137,-2.229703146291066,,-2.103492259979248,-2.103492259979248,1.0087677302609483,0.874367442475744,1.7227483889664035,,3.1122599902401964,2.977859702454992,3.8262406489456513,,-2.082663593792578,-2.082663593792578,-0.30989134655741646,0.5462464810562774,-0.7119967239552988,,1.7727722472351615,2.6289100748488554,1.370666869837279,,0.1188118811881188,0.1188118811881188,0.0,0.0,0.0,,-0.1188118811881188,-0.1188118811881188,-0.1188118811881188,,0.7412806153297424,0.7412806153297424,0.7270962193787817,0.7375310034636992,0.6600044022602249,,-0.014184395950960771,-0.0037496118660432787,-0.08127621306951749,,0.8758246898651123,0.8758246898651123,0.3751673324998603,0.37378006706754846,0.46247691813721714,,-0.500657357365252,-0.5020446227975639,-0.41334777172789516,
fileid_313537__p002000,2,1.0839238053066884,1.0839238053066884,1.4514493439745877,1.6061153759472475,1.9495668063148022,,0.3675255386678993,0.5221915706405591,0.8656430010081138,,2.6416964530944824,2.6416964530944824,2.561226400984339,2.730695267757737,2.5492957327739303,,-0.08047005211014335,0.08899881466325477,-0.09240072032055213,,1.254059910774231,1.254059910774231,1.332007497189993,1.2770386934280396,1.2865364316955628,,0.07794758641576194,0.022978782653808594,0.0324765209213318,,1.977980089187622,1.977980089187622,2.1746742607599283,2.3363089561462402,1.946901224703195,,0.1966941715723063,0.3583288669586182,-0.031078864484427093,,2.626978063583374,2.626978063583374,2.905926442050551,2.3831069636057656,2.5688801321159884,,0.2789483784671769,-0.24387109997760836,-0.05809793146738551,,1.839508295059204,1.839508295059204,1.6865811908101462,1.5105165243148804,1.5732554288274314,,-0.15292710424905787,-0.32899177074432373,-0.2662528662317727,,1.6268712282180786,1.6268712282180786,1.779678765549717,1.5544850826263428,1.8971680431480866,,0.15280753733163843,-0.07238614559173584,0.270296814930008,,2.664466142654419,2.664466142654419,3.667062759399414,3.8393420770943885,2.1205695091959944,,1.0025966167449951,1.1748759344399695,-0.5438966334584245,,1.0575213432312012,1.0575213432312012,11.135773340861004,10.081348419189453,4.930917533047227,,10.078251997629803,9.023827075958252,3.8733961898160256,,1.1795075295165183,1.1795075295165183,11.803491221074792,9.227086711610253,5.959766511590203,,10.623983691558273,8.047579182093735,4.7802589820736845,,0.04395604395604396,0.04395604395604396,0.0,0.0,0.0,,-0.04395604395604396,-0.04395604395604396,-0.04395604395604396,,0.8549286723136902,0.8549286723136902,0.8755262415093111,0.819348156452179,0.843022027887015,,0.020597569195620946,-0.03558051586151123,-0.011906644426675217,,0.5582812428474426,0.5582812428474426,0.6857106309817976,0.6127992868423462,0.40332496317269073,,0.127429388134355,0.054518043994903564,-0.1549562796747519,
fileid_356984__p002000,2,1.9157534953400528,1.9157534953400528,2.1170152590103855,1.914404993512341,2.7434712627911653,,0.20126176367033266,-0.0013485018277117344,0.8277177674511125,,2.735708236694336,2.735708236694336,2.7201714056083954,2.7214324244533676,2.7784571173679398,,-0.015536831085940506,-0.0142758122409683,0.04274888067360383,,2.0705130100250244,2.0705130100250244,1.3829702225076146,1.3642550520150059,2.1640160203458807,,-0.6875427875174098,-0.7062579580100186,0.09350301032085628,,2.7767474174499513,2.7767474174499513,2.1746742607599283,2.1282028916370437,2.2371546574864523,,-0.602073156690023,-0.6485445258129077,-0.5395927599634991,,2.4817339420318603,2.4817339420318603,2.905926442050551,1.6903308788935343,2.9756688731422067,,0.4241925000186906,-0.791403063138326,0.4939349311103465,,1.9451086521148682,1.9451086521148682,1.6865811908101462,1.1118789911270142,1.5732554288274314,,-0.25852746130472193,-0.833229660987854,-0.37185322328743675,,1.4560906887054443,1.4560906887054443,3.18416780305196,2.009313520178737,2.3097107573206648,,1.7280771143465157,0.5532228314732928,0.8536200686152204,,3.8988211154937744,3.8988211154937744,0.774645984172821,2.706125951675047,3.1656128354819426,,-3.1241751313209534,-1.1926951638187275,-0.7332082800118318,,6.4828901290893555,6.4828901290893555,9.675816769580765,3.1772410735547783,6.189001071883972,,3.192926640491409,-3.305649055534577,-0.2938890572053836,,7.437012838108958,7.437012838108958,4.629099446278083,4.873959255461502,6.232710788945009,,-2.8079133918308754,-2.5630535826474565,-1.2043020491639496,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.9202598333358765,0.9202598333358765,0.8611998787845474,0.8168763518333435,0.8661046480558005,,-0.059059954551329064,-0.10338348150253296,-0.05415518528007601,,0.7785623073577881,0.7785623073577881,0.5200078583146673,0.6533812880516052,0.46247691813721714,,-0.25855444904312075,-0.12518101930618286,-0.31608538922057094,
